ID,MSRP,Make,Model,Year,FrontWheelSize,Horsepower,Displacement,EngineType,Width,Height,Length,GasMileage,Drivetrain,PassangerCapacity,NumDoors,BodyStyle
Mha,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
nFJ,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
nNN,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
OXD,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
OyI,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
pto,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
PuW,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
qob,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
QUn,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
SKt,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
STO,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
ULX,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
yPD,34000,Acura,RDX,2011,18,240,23,4,73,65,180,17,AWD,5,4,SUV
eAc,34000,Acura,RDX,2012,18,240,23,4,73,65,182,17,AWD,5,4,SUV
HfB,34000,Acura,RDX,2012,18,240,23,4,73,65,182,17,AWD,5,4,SUV
uCR,34000,Acura,RDX,2012,18,240,23,4,73,65,182,17,AWD,5,4,SUV
yqW,34000,Acura,RDX,2012,18,240,23,4,73,65,182,17,AWD,5,4,SUV
IAE,35000,Acura,RDX,2013,18,270,35,6,73,66,183,19,AWD,5,4,SUV
wNv,35000,Acura,RDX,2013,18,270,35,6,73,66,183,19,AWD,5,4,SUV
XZy,35000,Acura,RDX,2013,18,270,35,6,73,66,183,19,AWD,5,4,SUV
tUn,36000,Acura,RDX,2016,18,270,35,6,73,65,184,19,AWD,5,4,SUV
bXO,39000,Acura,RDX,2019,19,270,20,4,74,65,186,21,AWD,5,4,SUV
eNE,39000,Acura,RDX,2019,19,270,20,4,74,65,186,21,AWD,5,4,SUV
EYX,39000,Acura,RDX,2019,19,270,20,4,74,65,186,21,AWD,5,4,SUV
mks,39000,Acura,RDX,2019,19,270,20,4,74,65,186,21,AWD,5,4,SUV
ugJ,39000,Acura,RDX,2019,19,270,20,4,74,65,186,21,AWD,5,4,SUV
NnC,39000,Acura,RDX,2020,19,270,20,4,74,65,186,21,AWD,5,4,SUV
aaG,48000,Acura,RLX,2014,18,310,35,6,74,57,196,20,FWD,5,4,4dr
AAw,48000,Acura,RLX,2014,18,310,35,6,74,57,196,20,FWD,5,4,4dr
Afv,48000,Acura,RLX,2014,18,310,35,6,74,57,196,20,FWD,5,4,4dr
jEU,48000,Acura,RLX,2014,18,310,35,6,74,57,196,20,FWD,5,4,4dr
KCo,48000,Acura,RLX,2014,18,310,35,6,74,57,196,20,FWD,5,4,4dr
HxT,60000,Acura,RLX,2016,19,310,35,6,74,57,196,20,FWD,5,4,4dr
iVM,60000,Acura,RLX,2016,19,310,35,6,74,57,196,20,FWD,5,4,4dr
khQ,60000,Acura,RLX,2016,19,310,35,6,74,57,196,20,FWD,5,4,4dr
YRp,60000,Acura,RLX,2016,19,310,35,6,74,57,196,20,FWD,5,4,4dr
Buz,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
ewL,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
gSN,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
hqT,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
LNm,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
NJk,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
Wyv,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
WzJ,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
ZRe,65000,Acura,RLX,2017,19,370,35,6,74,57,196,29,AWD,5,4,4dr
bvY,61000,Acura,RLX,2020,19,370,35,6,74,57,198,28,AWD,5,4,4dr
yXr,61000,Acura,RLX,2020,19,370,35,6,74,57,198,28,AWD,5,4,4dr
Ems,31000,Acura,TLX,2015,17,200,24,4,73,57,190,24,FWD,5,4,4dr
Sjh,31000,Acura,TLX,2015,17,200,24,4,73,57,190,24,FWD,5,4,4dr
uPb,31000,Acura,TLX,2015,17,200,24,4,73,57,190,24,FWD,5,4,4dr
xTc,31000,Acura,TLX,2015,17,200,24,4,73,57,190,24,FWD,5,4,4dr
ymv,31000,Acura,TLX,2015,17,200,24,4,73,57,190,24,FWD,5,4,4dr
bph,33000,Acura,TLX,2019,17,200,24,4,73,57,191,23,FWD,5,4,4dr
ckt,33000,Acura,TLX,2019,17,200,24,4,73,57,191,23,FWD,5,4,4dr
EOi,33000,Acura,TLX,2019,17,200,24,4,73,57,191,23,FWD,5,4,4dr
Lxj,33000,Acura,TLX,2019,17,200,24,4,73,57,191,23,FWD,5,4,4dr
mqq,33000,Acura,TLX,2019,17,200,24,4,73,57,191,23,FWD,5,4,4dr
XZU,33000,Acura,TLX,2019,17,200,24,4,73,57,191,23,FWD,5,4,4dr
bOd,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
doa,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
gnC,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
oWo,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
pmk,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
Qhl,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
UiX,67000,Alfa Romeo,4C Spider,2020,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
atf,65000,Alfa Romeo,4C,2016,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
hgz,65000,Alfa Romeo,4C,2016,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
nGm,65000,Alfa Romeo,4C,2016,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
SnM,65000,Alfa Romeo,4C,2016,17,230,17,4,73,46,157,24,RWD,2,2,Convertible
dSw,,Alfa Romeo,4C,2019,,,,,,,,,,,,
Ief,,Alfa Romeo,4C,2019,,,,,,,,,,,,
YSR,,Alfa Romeo,4C,2019,,,,,,,,,,,,
DAF,39000,Alfa Romeo,Giulia,2017,17,280,20,4,73,56,182,23,AWD,5,4,4dr
eEC,39000,Alfa Romeo,Giulia,2017,17,280,20,4,73,56,182,23,AWD,5,4,4dr
KUC,39000,Alfa Romeo,Giulia,2017,17,280,20,4,73,56,182,23,AWD,5,4,4dr
TVV,39000,Alfa Romeo,Giulia,2017,17,280,20,4,73,56,182,23,AWD,5,4,4dr
Yfh,39000,Alfa Romeo,Giulia,2017,17,280,20,4,73,56,182,23,AWD,5,4,4dr
BBV,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
CDf,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
Dcf,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
eIV,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
xPr,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
Xwp,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
zSe,41000,Alfa Romeo,Giulia,2020,17,280,20,4,73,56,182,23,AWD,5,4,4dr
lqV,42000,Alfa Romeo,Stelvio,2019,18,280,20,4,74,66,184,22,AWD,5,4,SUV
nbQ,42000,Alfa Romeo,Stelvio,2019,18,280,20,4,74,66,184,22,AWD,5,4,SUV
TWq,42000,Alfa Romeo,Stelvio,2019,18,280,20,4,74,66,184,22,AWD,5,4,SUV
DLt,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
Egw,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
Frt,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
GHi,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
gwv,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
GZp,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
mHr,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
OjP,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
PKX,43000,Alfa Romeo,Stelvio,2020,18,280,20,4,74,66,184,22,AWD,5,4,SUV
RVa,211000,Aston Martin,DB11,2017,20,600,52,12,76,50,186,15,RWD,4,2,2dr
UHF,211000,Aston Martin,DB11,2017,20,600,52,12,76,50,186,15,RWD,4,2,2dr
wbp,211000,Aston Martin,DB11,2017,20,600,52,12,76,50,186,15,RWD,4,2,2dr
hVe,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
Idc,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
nXx,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
pQd,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
SoR,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
uAj,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
wwY,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
xiF,241000,Aston Martin,DB11,2019,20,630,52,12,76,50,186,,RWD,4,2,2dr
cci,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
cFj,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
cHM,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
Efr,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
QpM,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
uNw,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
Wif,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
wVL,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
Xrm,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
XVp,275000,Aston Martin,DBS,2012,20,510,59,12,75,50,185,11,RWD,2,2,2dr
aIQ,234000,Aston Martin,Vanquish,2004,19,460,59,12,75,51,183,12,RWD,2,2,2dr
FSk,234000,Aston Martin,Vanquish,2004,19,460,59,12,75,51,183,12,RWD,2,2,2dr
rIA,234000,Aston Martin,Vanquish,2004,19,460,59,12,75,51,183,12,RWD,2,2,2dr
SZP,234000,Aston Martin,Vanquish,2004,19,460,59,12,75,51,183,12,RWD,2,2,2dr
DHf,255000,Aston Martin,Vanquish,2005,19,520,59,12,75,51,183,11,RWD,2,2,2dr
JPB,255000,Aston Martin,Vanquish,2005,19,520,59,12,75,51,183,11,RWD,2,2,2dr
QJF,255000,Aston Martin,Vanquish,2005,19,520,59,12,75,51,183,11,RWD,2,2,2dr
sOw,255000,Aston Martin,Vanquish,2005,19,520,59,12,75,51,183,11,RWD,2,2,2dr
awU,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
crG,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
czZ,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
eRq,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
Ffa,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
fmj,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
IAr,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
nmZ,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
RSK,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
ZRn,260000,Aston Martin,Vanquish,2006,19,520,59,12,75,51,183,11,RWD,2,2,2dr
AKo,283000,Aston Martin,Vanquish,2015,20,560,60,12,81,50,186,,RWD,2,2,2dr
doT,283000,Aston Martin,Vanquish,2015,20,560,60,12,81,50,186,,RWD,2,2,2dr
Oet,283000,Aston Martin,Vanquish,2015,20,560,60,12,81,50,186,,RWD,2,2,2dr
TCj,283000,Aston Martin,Vanquish,2015,20,560,60,12,81,50,186,,RWD,2,2,2dr
XEx,283000,Aston Martin,Vanquish,2015,20,560,60,12,81,50,186,,RWD,2,2,2dr
ewI,287000,Aston Martin,Vanquish,2016,20,560,60,12,75,50,186,13,RWD,2,2,2dr
NdC,287000,Aston Martin,Vanquish,2016,20,560,60,12,75,50,186,13,RWD,2,2,2dr
sIT,287000,Aston Martin,Vanquish,2016,20,560,60,12,75,50,186,13,RWD,2,2,2dr
Tgk,287000,Aston Martin,Vanquish,2016,20,560,60,12,75,50,186,13,RWD,2,2,2dr
yao,287000,Aston Martin,Vanquish,2016,20,560,60,12,75,50,186,13,RWD,2,2,2dr
dhs,287000,Aston Martin,Vanquish,2017,20,560,60,12,75,50,184,13,RWD,2,2,2dr
ElG,287000,Aston Martin,Vanquish,2017,20,560,60,12,75,50,184,13,RWD,2,2,2dr
iQq,287000,Aston Martin,Vanquish,2017,20,560,60,12,75,50,184,13,RWD,2,2,2dr
PWx,287000,Aston Martin,Vanquish,2017,20,560,60,12,75,50,184,13,RWD,2,2,2dr
tOa,287000,Aston Martin,Vanquish,2017,20,560,60,12,75,50,184,13,RWD,2,2,2dr
AFL,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Day,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
dDQ,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Dra,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
EDQ,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
GlQ,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
jHY,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
JSi,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Kaj,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
nUp,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
qUi,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
tbH,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
tVs,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
Utv,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
yTh,195000,Aston Martin,Vantage,2012,19,510,59,12,73,48,172,11,RWD,2,2,2dr
BNt,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
kQO,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
LnR,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Pka,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
QpP,136000,Aston Martin,Vantage,2013,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
cup,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Ifb,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
iIk,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
Izi,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
LHS,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
NUt,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
QHn,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
tMs,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
YAr,138000,Aston Martin,Vantage,2015,19,420,47,8,73,50,172,13,RWD,2,2,Convertible
bOW,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
OVw,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
SBt,149000,Aston Martin,Vantage,2019,20,500,40,8,76,50,175,18,RWD,2,2,2dr
bmM,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
bvy,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
cPz,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
DQo,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
FbB,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
FuE,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
Idi,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
igm,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
iWx,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
jWP,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
MBb,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
MEP,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
nEG,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
NqQ,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
OUc,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
Peh,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
rzw,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
SCl,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
TYx,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
UUJ,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
VPf,27000,Audi,A3,2010,17,200,20,4,77,56,169,21,FWD,5,4,4dr
